     0.0010   Re               ! Reynolds number in millions
     -7.50   -0.320   0.0246  -0.1211
     -7.00   -0.245   0.0216  -0.1277
     -6.50   -0.168   0.0185  -0.1335
     -6.00   -0.082   0.0160  -0.1414
     -5.50   -0.004   0.0144  -0.1478
     -5.00    0.064   0.0135  -0.1513
     -4.50    0.129   0.0126  -0.1547
     -4.00    0.192   0.0120  -0.1574
     -3.50    0.261   0.0107  -0.1623
     -3.00    0.318   0.0108  -0.1627
     -2.50    0.375   0.0110  -0.1629
     -2.00    0.431   0.0111  -0.1632
     -1.50    0.488   0.0112  -0.1636
     -1.00    0.545   0.0113  -0.1641
     -0.50    0.603   0.0114  -0.1647
      0.00    0.660   0.0115  -0.1652
      0.50    0.717   0.0116  -0.1656
      1.00    0.773   0.0118  -0.1659
      1.50    0.830   0.0120  -0.1664
      2.00    0.886   0.0122  -0.1669
      2.50    0.942   0.0124  -0.1671
      3.00    0.998   0.0126  -0.1673
      3.50    1.050   0.0130  -0.1669
      4.00    1.103   0.0132  -0.1666
      4.50    1.153   0.0137  -0.1656
      5.00    1.204   0.0141  -0.1648
      5.50    1.243   0.0150  -0.1620
      6.00    1.274   0.0166  -0.1580
      6.50    1.302   0.0185  -0.1537
      7.00    1.330   0.0200  -0.1495
      7.50    1.355   0.0217  -0.1447
      8.00    1.381   0.0234  -0.1403
      8.50    1.403   0.0254  -0.1357
      9.00    1.427   0.0273  -0.1315
      9.50    1.447   0.0295  -0.1273
     10.00    1.466   0.0320  -0.1232
     10.50    1.479   0.0351  -0.1191
     11.00    1.493   0.0384  -0.1157
     11.50    1.500   0.0424  -0.1123
     12.00    1.506   0.0468  -0.1094
     13.00    1.514   0.0569  -0.1051
     13.50    1.505   0.0629  -0.1024
     14.00    1.501   0.0695  -0.1016
     14.50    1.495   0.0766  -0.1013
     15.00    1.487   0.0844  -0.1016
     15.50    1.475   0.0931  -0.1029
     16.00    1.463   0.1023  -0.1050
     16.50    1.448   0.1120  -0.1078
     17.00    1.431   0.1228  -0.1121
     17.50    1.411   0.1344  -0.1176
     18.00    1.389   0.1466  -0.1247
     18.50    1.364   0.1608  -0.1333
     19.00    1.334   0.1783  -0.1437
     19.50    1.298   0.1995  -0.1557
     20.00    1.251   0.2284  -0.1699
     30.00    1.071   0.4092  -0.2651
     40.00    0.972   0.6305  -0.3195
     50.00    0.856   0.8647  -0.3650
     60.00    0.695   1.0830  -0.4065
     70.00    0.488   1.2581  -0.4437
     80.00    0.249   1.3678  -0.4748
     90.00    0.000   1.3980  -0.4975
    100.00   -0.174   1.3678  -0.5129
    110.00   -0.342   1.2581  -0.5128
    120.00   -0.486   1.0830  -0.5010
    130.00   -0.599   0.8647  -0.4843
    140.00   -0.680   0.6305  -0.4731
    150.00   -0.750   0.4092  -0.4867
    160.00   -0.876   0.2284  -0.5828
    170.00   -0.438   0.1101  -0.5000
    180.00    0.000   0.0690   0.0000
